time_slots,overall_evaluation,name,semester,expected_participants,lecturers,maximum_participants,replies,line_code,minimum_participants,job_evaluation,language,ects_points,line_of_studies,programme,time_evaluation
"[{'room': 'Auditorium 2', 'day': 'Onsdag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': None, 'day': 'Onsdag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}, {'room': 'Auditorium 2', 'day': 'Fredag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': 'Designlab', 'day': 'Fredag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",4.71,Interaction Design,Forår 2010,70,"['Dag Svanæs', 'Peter Allen Lutz', 'Henrik Svarrer Larsen', 'Magnus Nilsson']",130,0.5396825396825397,KDDK,12,4.03,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,4.41
"[{'room': 'Gamelab', 'day': 'Onsdag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': 'Gamelab', 'day': 'Onsdag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",5.48,Interactive Multimedia,Forår 2010,40,['Kevin Cook McLean'],40,0.525,KDDK,12,4.95,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.67
"[{'room': 'Gamelab', 'day': 'Onsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': 'Gamelab', 'day': 'Onsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.75,Interactive Multimedia,Forår 2010,40,['Kevin Cook McLean'],40,0.46153846153846156,MINM,12,5.5,Engelsk,750,Master i it interaktionsdesign og multimedier (inm),MINM,3.92
"[{'room': '2A14', 'day': 'Onsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Onsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.2,Interactive Web Services with Java and XML,Forår 2010,50,"['Jacob Avlund', 'Mikkel Byrsø Dan-Rognlie']",100,0.46511627906976744,MSOK,0,4.9,Engelsk,750,Master i it softwarekonstruktion (sok),MSOK,3.95
"[{'room': 'Auditorium 3', 'day': 'Mandag', 'time_slot': '13.45-15.45', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Mandag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",3.37,Introduction to Database Design,Forår 2010,45,['Muhammad Ali Babar'],65,0.46875,KSDT,0,5.0,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.55
"[{'room': 'Auditorium 2', 'day': 'Tirsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A12', 'day': 'Tirsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",4.54,Media and Communication,Forår 2010,70,['Gitte Bang Stald'],100,0.4642857142857143,KDDK,0,4.54,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.54
"[{'room': 'Auditorium 4 (4A60)', 'day': 'Tirsdag', 'time_slot': '13.45-15.45', 'type': 'Forelæsning'}, {'room': '4A56, 4A58', 'day': 'Tirsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",3.77,Mobile and Distributed Systems,Forår 2010,25,"['Thomas Hildebrandt', 'Arne John Glenstrup']",100,0.43137254901960786,KSDT,12,4.5,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.29
"[{'room': '2A20', 'day': 'Mandag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Mandag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",5.0,Mobile Communication: Technical Issues and Methods for Study,Forår 2010,12,['Irina Shklovski'],20,0.5,KDDK,12,5.33,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.67
"[{'room': 'Auditorium 4 (4A60), 4A54, 4A56, 4A58', 'day': 'Lørdag', 'time_slot': '15.00-17.00', 'type': 'Forelæsning'}, {'room': 'Auditorium 4 (4A60), 4A54, 4A56, 4A58', 'day': 'Lørdag', 'time_slot': '17.00-19.00', 'type': 'Øvelser'}]",5.11,Object Oriented Programming,Forår 2010,65,['Andrea Corradini'],150,0.4090909090909091,MSOK,0,5.39,Engelsk,750,Master i it softwarekonstruktion (sok),MSOK,3.89
"[{'room': '2A14', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.3,P1 National Internet Law,Forår 2010,30,['Jan Trzaskowski'],50,0.625,KEBUSS,20,4.74,Dansk,750,cand.it. e-business (ebuss),KEBUSS,2.94
"[{'room': '2A20', 'day': 'Fredag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': 'Gamelab', 'day': 'Fredag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",5.62,Persuasive and Serious Games,Forår 2010,30,['Rilla Khaled'],30,0.7272727272727273,KMTG,12,5.12,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.62
"[{'room': 'Auditorium 3 (2A56)', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A52, 4A54, 4A58', 'day': 'Mandag', 'time_slot': '13.00-15.30', 'type': 'Øvelser'}, {'room': 'Auditorium 3 (2A56)', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A54, 3A50, 4A54', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.15,Project Cluster: Crossmedia,Forår 2010,76,"['Henriette Moos', 'Anders Colding-Jørgensen', 'Troels Fibæk Bertel']",80,0.5652173913043478,BDMD,12,5.21,Dansk,1500,Bachelor i digitale medier og design (bdmd),BDMD,3.76
[],6.0,Project cluster: Enterprise Integration and Management Engineering,Forår 2010,25,['John Gøtze'],50,0.16666666666666666,KEBUSS,6,6.0,Dansk,750,cand.it. e-business (ebuss),KEBUSS,6.0
"[{'room': '3A50', 'day': 'Mandag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}, {'room': '4A22', 'day': 'Fredag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '4A54', 'day': 'Fredag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",6.0,Project Cluster: Global Software Development,Forår 2010,15,['Agata Przybyszewska'],30,0.2727272727272727,KSDT,4,5.0,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.0
"[{'room': '2A12', 'day': 'Torsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}]",4.62,Project Cluster: Introductory Academic Project,Forår 2010,10,['Anker Helms Jørgensen'],30,0.41935483870967744,MSOK,2,4.15,Dansk,750,Master i it softwarekonstruktion (sok),MSOK,3.92
[],6.0,Project Cluster: Master Project on HealthCareIT,Forår 2010,5,['Pernille Bjørn'],10,0.25,MSIT,0,5.0,Dansk,750,Master i sundheds-it (sit),MSIT,6.0
[],4.33,Project Cluster: Master thesis for MTG students,Forår 2010,0,[],20,0.16666666666666666,KMTG,0,4.0,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.0
[],4.75,Project Cluster: Master thesis for SDT students,Forår 2010,0,[],50,0.23529411764705882,KSDT,0,5.0,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.5
"[{'room': '3A18', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",6.0,Project Cluster: P6. Government 2.0: EU and national regulation and policies,Forår 2010,40,['Helle Zinner Henriksen'],45,0.5,KEBUSS,20,4.0,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,4.0
"[{'room': '4A56, 4A58', 'day': 'Mandag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}]",4.93,Project Cluster: Programming Workshop,Forår 2010,8,['Lars Birkedal'],72,0.2978723404255319,KSDT,5,5.08,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.46
"[{'room': '2A20', 'day': 'Tirsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Tirsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",4.67,Situational Methods for Digital Studies,Forår 2010,25,['Brit Ross Winthereik'],40,0.6,KDDK,20,4.67,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.83
"[{'room': 'Auditorium 3 (2A56), Designlab', 'day': 'Torsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': ' \tAuditorium 3 (2A56), Designlab', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': ' \tAuditorium 3 (2A56), Designlab', 'day': 'Torsdag', 'time_slot': '15.00-17.00', 'type': 'Øvelser'}]",4.58,Sketching and Prototyping,Forår 2010,76,"['Tomas Sokoler', 'Henrik Svarrer Larsen']",80,0.5882352941176471,BDMD,0,4.53,Dansk,750,Bachelor i digitale medier og design (bdmd),BDMD,3.58
"[{'room': '4A20', 'day': 'Torsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '4A20', 'day': 'Torsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}, {'room': '2A14', 'day': 'Lørdag', 'time_slot': '08.00-10.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Lørdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Lørdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.2,Strategic Value Creation of a Project,Forår 2010,12,['Mark von Rosing'],30,0.2631578947368421,MORI,12,4.4,Dansk,750,Master i it organisation og implementering (ori),MORI,4.4
"[{'room': '2A18', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A56', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.43,T1 Introduction to programming and distributed systems,Forår 2010,35,['Ravi K. Vatrapu'],40,0.7,KEBUSS,20,5.29,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,5.29
"[{'room': '2A18', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A56', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.43,T1 Introduction to programming and distributed systems,Forår 2010,35,['Ravi K. Vatrapu'],40,0.7,KEBUSS,20,5.29,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,5.29
"[{'room': '4A14, 4A56', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A56', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.43,T1 Introduction to programming and distributed systems,Forår 2010,35,['Inge-Lise Salomon'],40,0.7,KEBUSS,20,5.29,Dansk,750,cand.it. e-business (ebuss),KEBUSS,5.29
"[{'room': '4A14, 4A56', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A56', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.43,T1 Introduction to programming and distributed systems,Forår 2010,35,['Inge-Lise Salomon'],40,0.7,KEBUSS,20,5.29,Dansk,750,cand.it. e-business (ebuss),KEBUSS,5.29
"[{'room': '4A22', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A22', 'day': 'Mandag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.36,T3 HCI Human and Technology,Forår 2010,25,['Mads Bødker'],35,0.56,KEBUSS,20,4.36,Dansk,750,cand.it. e-business (ebuss),KEBUSS,4.57
"[{'room': '2A18', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",6.0,Target Group Analysis,Forår 2010,30,['Paul Metelmann'],30,0.4,MINM,12,5.75,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,3.75
"[{'room': '4A22, 4A54', 'day': 'Tirsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '4A22, 4A54', 'day': 'Tirsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}, {'room': '3A18, 3A50', 'day': 'Torsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '3A18, 3A50', 'day': 'Torsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.67,Understanding Interaction Design,Forår 2010,12,['Isabel Froes'],40,0.3333333333333333,MINM,12,5.67,Engelsk,1500,Master i it interaktionsdesign og multimedier (inm),MINM,2.67
"[{'room': 'Auditorium 4 (4A60), 4A32, 4A34, 4A44, 4A46, 4A62, 4A64', 'day': 'Torsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': 'Auditorium 4 (4A60), 4A32, 4A34, 4A44, 4A46, 4A62, 4A64', 'day': 'Torsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",4.0,Usability,Forår 2010,40,['Ole Gregersen'],80,0.48148148148148145,MINM,12,4.85,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,3.0
"[{'room': '4A20', 'day': 'Tirsdag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': '4A44, 4A46, 4A62, 4A64', 'day': 'Tirsdag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}, {'room': '3A18', 'day': 'Fredag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': '2A40, 2A42, 2A58, 2A60', 'day': 'Fredag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",5.11,Usability and Accessibility,Forår 2010,40,"['Leigh Simeon Keates', 'Susanne Frennert']",80,0.5294117647058824,KDDK,12,5.56,Engelsk,1500,cand.it. digital design og kommunikation (ddk),KDDK,4.33
"[{'room': '4A14', 'day': 'Torsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58 ', 'day': 'Torsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",5.74,Web Design and Web Communication group 1,Forår 2010,60,['Sigurd Trolle Gronemann'],65,0.5,KDDK,0,5.39,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.23
"[{'room': '4A16', 'day': 'Torsdag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': '4A56, 4A58', 'day': 'Torsdag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",4.92,Web Design and Web Communication group 2,Forår 2010,55,['Brian Everitt'],55,0.2857142857142857,KDDK,0,4.5,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.67
"[{'room': '4A22', 'day': 'Lørdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A22', 'day': 'Lørdag', 'time_slot': '11.00-14.00', 'type': 'Forelæsning'}, {'room': '4A22', 'day': 'Lørdag', 'time_slot': '14.15-17.15', 'type': 'Forelæsning'}]",5.33,Advanced IT Project Management,Efterår 2010,30,"['Jan Pries-Heje', 'Lene Pries-Heje']",34,0.16666666666666666,MORI,0,5.33,Dansk,750,Master i it organisation og implementering (ori),MORI,5.0
"[{'room': '2A18', 'day': 'Onsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Onsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.5,Advanced Organization Theory,Efterår 2010,20,['John Tronborg Larsen'],30,0.4,MORI,12,5.25,Dansk,750,Master i it organisation og implementering (ori),MORI,2.5
"[{'room': '3A14', 'day': 'Tirsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '3A14', 'day': 'Tirsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",5.36,Algorithm Design,Efterår 2010,0,['Thore Husfeldt'],40,0.4827586206896552,KSDT,0,5.29,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,2.93
"[{'room': 'Aud 3', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': 'Aud 3', 'day': 'Onsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",3.55,B1 Strategic and tactical tools for e-business,Efterår 2010,30,"['Kim Normann Andersen', 'Rony Medaglia']",70,0.39215686274509803,KEBUSS,20,4.6,Dansk,750,cand.it. e-business (ebuss),KEBUSS,3.6
"[{'room': '2A18', 'day': 'Tirsdag', 'time_slot': '11.00-14.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Tirsdag', 'time_slot': '14.15-17.15', 'type': 'Øvelser'}]",5.5,B21 Project Management of IT Sourcing,Efterår 2010,25,['Sten Erik Mogensen'],45,0.3333333333333333,KEBUSS,15,5.8,Dansk,750,cand.it. e-business (ebuss),KEBUSS,4.4
"[{'room': 'Aud 3, 3A52 ', 'day': 'Onsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': 'Aud 3, 3A52 ', 'day': 'Onsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.25,Basic Graphic Design - group 1,Efterår 2010,30,['Marie Dysgaard Christiansen'],30,0.26666666666666666,MINM,12,3.5,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,4.75
"[{'room': '4A16', 'day': 'Onsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '4A16, 3A52 ', 'day': 'Onsdag', 'time_slot': '10.45-12.45', 'type': 'Forelæsning'}]",5.24,Basic Graphic Design - group 2,Efterår 2010,30,['Ian Wisler-Poulsen'],30,0.5483870967741935,KDDK,15,5.44,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.65
"[{'room': 'Aud 4', 'day': 'Onsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': 'Aud 4', 'day': 'Onsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",4.4,Building Database Systems,Efterår 2010,45,['Philippe Bonnet'],65,0.38461538461538464,KSDT,0,4.3,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.95
"[{'room': '2A12', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A12, 2A18, Aud 4', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}, {'room': '2A12', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A12, 2A20, 4A14 ', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.25,Co-design - Understanding and Involving users,Efterår 2010,70,"['Naveen L. Bagalkot', 'Lene Nielsen', 'Ulrik Hartmann Gade']",76,0.4375,BDMD,12,4.46,Engelsk,1500,Bachelor i digitale medier og design (bdmd),BDMD,3.89
"[{'room': '3A12, 3A40, 3A42, 3A58, 3A60', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '3A12, 3A40, 3A42, 3A58, 3A60', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",4.25,Concept Development and Interactive Digital Media,Efterår 2010,60,"['Elise Nørrekjær', 'Villads Keiding']",65,0.4444444444444444,MINM,12,5.0,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,4.75
"[{'room': '2A18', 'day': 'Torsdag', 'time_slot': '13.45-15.45', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.2,Design of User Interfaces and Data,Efterår 2010,40,['Flemming Hedegaard'],60,0.3125,MSOK,12,5.0,Dansk,750,Master i it softwarekonstruktion (sok),MSOK,1.8
"[{'room': '2A12', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A12, DesignLab, Lille DesignLab (2A20)', 'day': 'Mandag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",3.3,Digital Aesthetics,Efterår 2010,60,['Kjell Yngve Petersen'],80,0.46875,BDMD,12,3.1,Engelsk,750,Bachelor i digitale medier og design (bdmd),BDMD,2.83
"[{'room': '2A20', 'day': 'Tirsdag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Tirsdag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",5.5,Digital Culture and Society,Efterår 2010,60,"['Tina Lynn Taylor', 'Torill Mortensen']",60,0.2222222222222222,KDDK,12,5.0,Engelsk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.5
"[{'room': '5A14', 'day': 'Mandag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': ' 4A54, 4A56, 4A58', 'day': 'Mandag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",5.21,Digital Rhetorics,Efterår 2010,70,"['Lisbeth Klastrup', 'Torill Mortensen', 'Ditte Maria Bergstrøm']",77,0.5135135135135135,KDDK,12,5.19,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.68
"[{'room': '4A22', 'day': 'Torsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '4A22', 'day': 'Torsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",3.91,Digtal Aesthetics: Theory and Practice,Efterår 2010,10,['Hanne-Louise Johannesen'],24,0.5238095238095238,KDDK,4,3.18,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.27
"[{'room': 'Aud 2', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Forelæsning'}, {'room': 'Aud 2, 3A14, 3A18, 4A16, 4A22', 'day': 'Tirsdag', 'time_slot': '15.00-17.00', 'type': 'Øvelser'}]",4.18,Distributed Collaboration and Development,Efterår 2010,80,['Pernille Bjørn'],80,0.4583333333333333,KSDT,0,4.12,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.34
"[{'room': '3A14, 3A52', 'day': 'Tirsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '3A14, 3A52', 'day': 'Tirsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",4.86,Dynamic Web Design,Efterår 2010,80,['Tess Gaston Løvgreen'],120,0.56,MINM,0,5.5,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,4.29
"[{'room': '4A14', 'day': 'Lørdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Lørdag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Lørdag', 'time_slot': '13.00-16.00', 'type': 'Forelæsning'}]",5.0,Enterprise Systems,Efterår 2010,25,"['Claus Seeberg Friis', 'Carsten Levin']",35,0.25,MORI,0,5.5,Dansk,750,Master i it organisation og implementering (ori),MORI,3.25
"[{'room': '2A52', 'day': 'Onsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Onsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",4.8,Experimental Design and Analysis,Efterår 2010,15,['Halfdan Grage'],30,0.625,KDDK,12,5.2,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.6
"[{'room': '2A14', 'day': 'Onsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Onsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",6.0,Experimental Interaction,Efterår 2010,20,['Pippin Barr'],30,0.42105263157894735,KMTG,12,5.25,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,4.0
"[{'room': '4A16', 'day': 'Tirsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '4A16', 'day': 'Tirsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",4.62,Foundations of Computing - Algorithms and Data Structures,Efterår 2010,12,"['Rasmus Pagh', 'Marco Carbone']",80,0.3611111111111111,KSDT,0,4.46,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.77
"[{'room': '4A16', 'day': 'Tirsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '4A16', 'day': 'Tirsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",4.69,Foundations of Computing - Discrete Mathematics,Efterår 2010,20,['Marco Carbone'],80,0.5416666666666666,KSDT,12,4.54,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.31
"[{'room': 'Aud 3, Gamelab, Lille GameLab', 'day': 'Mandag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': 'Aud 3, Gamelab, Lille GameLab ', 'day': 'Mandag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}, {'room': 'Aud 2, Gamelab ', 'day': 'Onsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': 'Aud 2 ', 'day': 'Onsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",4.88,Foundations of Play and Games,Efterår 2010,50,"['Espen Aarseth', 'Gordon Calleja']",80,0.45454545454545453,KMTG,12,3.96,Engelsk,1500,cand.it. medieteknologi og spil (mtg),KMTG,3.8
